Task Id,Task Name,Team Leaders,Lead GP/Global Themes,Region,Country,Approval FY,Product Line,Lending Project Status,Sectors (Level 1),Sectors (Level 2),Themes (Level 1),Themes (Level 2),Themes (Level 3)
P170934,Burkina Faso 2nd DPO,Jose Lopez Calix (ADM);Abdoul Mijiyawa,"Macroeconomics, Trade and Investment",AFW,Burkina Faso,2020,PE,Actual,"&&Agriculture (18%)
&&Public Admin (36%)
&&Health (23%)
&&Energy & Extractives (18%)
&&Social Protection (5%)","&&Livestock (9%)
&&Forestry (9%)
&&Central Government (36%)
&&Health (9%)
&&Health Facilit&Cons (14%)
&&Mining (18%)
&&Social Protection (5%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (18%)
&&FY17 - Trade (9%)
&&FY17 - Public Private Partnerships (9%)
&&FY17 - Financial Infrastructure and Access (9%)
&&FY17 - Public Finance Management (27%)
&&FY17 - Public Administration (18%)
&&FY17 - Data Development and Capacity Building (9%)
&&FY17 - Social Protection (9%)
&&FY17 - Gender (9%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (27%)
&&FY17 - Nutrition and Food Security (9%)
&&FY17 - Climate change (23%)
&&FY17 - Renewable Natural Resources Asset Management (9%)
&&FY17 - Environmental policies and institutions (18%)","&&FY17 - Tax policy (18%)
&&FY17 - Trade Logistics (9%)
&&FY17 - Payment & markets infrastructure (9%)
&&FY17 - Public Expenditure Management (9%)
&&FY17 - Domestic Revenue Administration (18%)
&&FY17 - Administrative and Civil Service Reform (9%)
&&FY17 - Public Assets and Investment Management (9%)
&&FY17 - Data production, accessibility and use (9%)
&&FY17 - Social Safety Nets (9%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health Service Delivery (27%)
&&FY17 - Nutrition (9%)
&&FY17 - Mitigation (14%)
&&FY17 - Adaptation (9%)
&&FY17 - Forests Policies and institutions (9%)"
P173529,Burkina Faso DPF3,Daniel Pajank (ADM);Kodzovi Abalo,"Macroeconomics, Trade and Investment",AFW,Burkina Faso,2022,PE,Actual,"&&Agriculture (34%)
&&Public Admin (49%)
&&Social Protection (17%)","&&Livestock (17%)
&&Forestry (17%)
&&Central Government (33%)
&&Sub National Governm (16%)
&&Social Protection (17%)","&&FY17 - Economic Policy
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (17%)
&&FY17 - Financial Infrastructure and Access (17%)
&&FY17 - Public Finance Management (17%)
&&FY17 - Public Administration (33%)
&&FY17 - Social Protection (17%)
&&FY17 - Gender (17%)
&&FY17 - Disease Control (50%)
&&FY17 - Labor Market Policy and Programs (17%)
&&FY17 - Rural Development (17%)
&&FY17 - Climate change (25%)
&&FY17 - Renewable Natural Resources Asset Management (17%)","&&FY17 - Tax policy (17%)
&&FY17 - MSME Finance (17%)
&&FY17 - Domestic Revenue Administration (17%)
&&FY17 - Administrative and Civil Service Reform (33%)
&&FY17 - Social Safety Nets (17%)
&&FY17 - Social protection delivery systems (17%)
&&FY17 - Pandemic Response (50%)
&&FY17 - Labor Market Institutions (17%)
&&FY17 - Rural Infrastructure and service delivery (17%)
&&FY17 - Mitigation (17%)
&&FY17 - Adaptation (8%)
&&FY17 - Forests Policies and institutions (17%)
&&FY17 - Landscape Management (17%)"
P173858,Burkina Faso COVID-19 Project,Moussa Dieng (ADM),"Health, Nutrition & Population",AFW,Burkina Faso,2020,PE,Actual,"&&Health (70%)
&&Social Protection (30%)","&&PA Health (10%)
&&Health (30%)
&&Health Facilit&Cons (30%)
&&Social Protection (30%)","&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - Social Protection (100%)
&&FY17 - Gender (100%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - Social Safety Nets (100%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Service Delivery (100%)
&&FY17 - Health Finance (100%)
&&FY17 - Private Sector Delivery in Health (100%)"
P174315,Burkina Faso Crisis-Response DPF,Daniel Pajank (ADM);Kodzovi Abalo,"Macroeconomics, Trade and Investment",AFW,Burkina Faso,2021,PE,Actual,"&&Agriculture (15%)
&&Public Admin (43%)
&&Financial Sector (14%)
&&Health (14%)
&&Social Protection (14%)","&&Agric ext & research (15%)
&&Central Government (43%)
&&Capital Markets (14%)
&&Health (14%)
&&Social Protection (14%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Enterprise Development (14%)
&&FY17 - ICT (14%)
&&FY17 - Financial Infrastructure and Access (14%)
&&FY17 - Public Administration (29%)
&&FY17 - Social Protection (14%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (14%)
&&FY17 - Climate change (18%)","&&FY17 - MSME Development (14%)
&&FY17 - ICT Solutions (14%)
&&FY17 - Credit Infrastructure (14%)
&&FY17 - Transparency, Accountability and Good Governance (29%)
&&FY17 - Social Safety Nets (14%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (14%)
&&FY17 - Adaptation (18%)"
P175382,Emergency Local Development & Resilience,Malaika Becoulet (ADM);Erick Abiassi;Moussa Dieng,Transport,AFW,Burkina Faso,2021,PE,Actual,"&&Public Admin (17%)
&&Social Protection (55%)
&&Transportation (17%)
&&Industry & Trade/Ser (11%)","&&Sub National Governm (17%)
&&Social Protection (49%)
&&PA Social Proctectn (6%)
&&Rural and Inter-Urba (17%)
&&Agricultural markets (11%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (40%)
&&FY17 - ICT (77%)
&&FY17 - Finance for Development (43%)
&&FY17 - Social Protection (66%)
&&FY17 - Fragility, Conflict and Violence (40%)
&&FY17 - Gender (100%)
&&FY17 - Disease Control (1%)
&&FY17 - Urban Development (40%)
&&FY17 - Climate change (26%)","&&FY17 - Job Creation (40%)
&&FY17 - ICT Solutions (77%)
&&FY17 - Infrastructure Finance (43%)
&&FY17 - Social Safety Nets (66%)
&&FY17 - Forced Displacement (40%)
&&FY17 - Pandemic Response (1%)
&&FY17 - Public Transport (40%)
&&FY17 - Mitigation (5%)
&&FY17 - Adaptation (20%)"
P176026,Burkina Faso EGP support,Mathias Gogohounga (ADM);Ibrah Sanoussi,Governance,AFW,Burkina Faso,2021,RE,Actual,&&Public Admin (100%),&&Central Government (100%),&&FY17 - Public Sector Management,&&FY17 - Public Administration (100%),"&&FY17 - E-Government, incl. e-services (100%)"
P177005,Burkina Faso EST Project,Michael Engman (ADM);Mahaman Sani;Zacharie Ngueng,"Finance, Competitiveness and Innovation",AFW,Burkina Faso,2023,PE,Actual,"&&Education (37%)
&&Financial Sector (25%)
&&Industry & Trade/Ser (38%)","&&Work Develop/Voca (37%)
&&Capital Markets (25%)
&&Agricultural markets (38%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Business Enabling Environment (8%)
&&FY17 - Enterprise Development (30%)
&&FY17 - Financial Infrastructure and Access (25%)
&&FY17 - Gender (30%)
&&FY17 - Labor Market Policy and Programs (38%)
&&FY17 - Climate change (14%)","&&FY17 - Investment and Business Climate (8%)
&&FY17 - Entrepreneurship (30%)
&&FY17 - Global value chains (30%)
&&FY17 - MSME Development (30%)
&&FY17 - MSME Finance (25%)
&&FY17 - Skills Development (38%)
&&FY17 - Active Labor Market Programs (38%)
&&FY17 - Mitigation (14%)
&&FY17 - Adaptation (1%)"
P177022,Digital Burkina Faso -,Tounwende Sawadogo (ADM);Amina Denboba;Amadou Fall,Digital Development,AFW,Burkina Faso,2024,PE,Actual,&&Info & Communication (100%),"&&PA Info Commu Tech (4%)
&&ICT Infrastructure (53%)
&&ICT Services (43%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Enterprise Development (6%)
&&FY17 - ICT (88%)
&&FY17 - Finance for Development (16%)
&&FY17 - Public Administration (44%)
&&FY17 - Education (15%)
&&FY17 - Labor Market Policy and Programs (15%)
&&FY17 - Rural Development (22%)
&&FY17 - Climate change (22%)","&&FY17 - Entrepreneurship (6%)
&&FY17 - ICT Solutions (88%)
&&FY17 - ICT Policies (25%)
&&FY17 - Infrastructure Finance (16%)
&&FY17 - E-Government, incl. e-services (44%)
&&FY17 - Access to Education (10%)
&&FY17 - Standards, Curriculum and Textbooks (10%)
&&FY17 - Skills Development (15%)
&&FY17 - Rural Infrastructure and service delivery (22%)
&&FY17 - Mitigation (15%)
&&FY17 - Adaptation (8%)"
P177094,Burkina Faso Water Security Project,Pierre Lorillou (ADM);Clementine Stip;Aissata Bama Nati,Water,AFW,Burkina Faso,2024,PE,Actual,"&&Agriculture (12%)
&&Water/Sanit/Waste (88%)","&&Fisheries (2%)
&&Irrigation & drainag (10%)
&&PA Water, Sanitation (17%)
&&Oth Water, Sani&Wast (71%)","&&FY17 - Environment and Natural Resource Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Economic Policy
&&FY17 - Private Sector Development","&&FY17 - Climate change (55%)
&&FY17 - Nutrition and Food Security (18%)
&&FY17 - Rural Development (89%)
&&FY17 - Disaster Risk Management (97%)
&&FY17 - Water Resource Management (72%)
&&FY17 - Renewable Natural Resources Asset Management (91%)
&&FY17 - Economic Growth and Planning (17%)
&&FY17 - Jobs (19%)","&&FY17 - Adaptation (46%)
&&FY17 - Disaster Preparedness (72%)
&&FY17 - Flood and Drought Risk Management (94%)
&&FY17 - Mitigation (9%)
&&FY17 - Fisheries Policies and institutions (18%)
&&FY17 - Water Institutions, Policies and Reform (72%)
&&FY17 - Land Policy and Tenure (21%)
&&FY17 - Landscape Management (17%)
&&FY17 - Rural Infrastructure and service delivery (88%)
&&FY17 - Watershed Management (90%)
&&FY17 - Food Security (18%)
&&FY17 - Spatial Growth (17%)"
P177875,Local Governance for Basic Services Prog,Kolie Megnan (ADM);Gabriel Dedu;Zacharie Ngueng,Governance,AFW,Burkina Faso,2023,PE,Actual,"&&Public Admin (60%)
&&Education (40%)","&&Law and Justice (7%)
&&Sub National Governm (53%)
&&Primary Education (40%)","&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Financial Infrastructure and Access (7%)
&&FY17 - Rule of Law (7%)
&&FY17 - Public Administration (53%)
&&FY17 - Fragility, Conflict and Violence (20%)
&&FY17 - Education (40%)
&&FY17 - Nutrition and Food Security (40%)
&&FY17 - Disaster Risk Management (7%)
&&FY17 - Climate change (21%)","&&FY17 - Payment & markets infrastructure (7%)
&&FY17 - Judicial and other Dispute Resolution Mechanisms (7%)
&&FY17 - Administrative and Civil Service Reform (13%)
&&FY17 - Civil Registration and Identification (7%)
&&FY17 - Municipal Institution Building (33%)
&&FY17 - Conflict Prevention (7%)
&&FY17 - Forced Displacement (20%)
&&FY17 - Access to Education (40%)
&&FY17 - Standards, Curriculum and Textbooks (40%)
&&FY17 - Food Security (40%)
&&FY17 - Flood and Drought Risk Management (7%)
&&FY17 - Mitigation (5%)
&&FY17 - Adaptation (17%)"
P177918,Urban Development in Secondary cities,Malaika Becoulet (ADM);Ndeye Ba;Anne Marynczak,Transport,AFW,Burkina Faso,2024,PE,Actual,&&Transportation (100%),"&&Urban Transport (94%)
&&PA Transportation (6%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (46%)
&&FY17 - Gender (96%)
&&FY17 - Urban Development (100%)
&&FY17 - Road Safety (56%)
&&FY17 - Disaster Risk Management (53%)
&&FY17 - Climate change (68%)","&&FY17 - Job Creation (46%)
&&FY17 - Urban Infrastructure and Service Delivery (100%)
&&FY17 - Public Transport (100%)
&&FY17 - Urban Planning (11%)
&&FY17 - Flood and Drought Risk Management (53%)
&&FY17 - Mitigation (13%)
&&FY17 - Adaptation (54%)"
P178598,Livestock Resilience and Competitiveness,Erick Abiassi (ADM),Agriculture and Food,AFW,Burkina Faso,2023,PE,Actual,"&&Agriculture (75%)
&&Industry & Trade/Ser (25%)","&&Agric ext & research (12%)
&&PA Agri,Fish&Forest (9%)
&&Livestock (54%)
&&Agricultural markets (25%)","&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Finance for Development (59%)
&&FY17 - Disease Control (34%)
&&FY17 - Health Systems and Policies (34%)
&&FY17 - Nutrition and Food Security (28%)
&&FY17 - Rural Development (100%)
&&FY17 - Disaster Risk Management (35%)
&&FY17 - Climate change (37%)
&&FY17 - Environmental policies and institutions (100%)","&&FY17 - Agriculture Finance (59%)
&&FY17 - Health System Strengthening (34%)
&&FY17 - Health Service Delivery (34%)
&&FY17 - Nutrition (23%)
&&FY17 - Food Security (28%)
&&FY17 - Rural Markets (100%)
&&FY17 - Rural Infrastructure and service delivery (64%)
&&FY17 - Flood and Drought Risk Management (35%)
&&FY17 - Mitigation (19%)
&&FY17 - Adaptation (18%)"
P164416,Skills for Jobs: Women and Youth Project,Maroua Sallami (ADM);Nadia Nintunze,Education,AFE,Burundi,2021,PE,Actual,"&&Education (85%)
&&Social Protection (15%)","&&Public Adm Education (12%)
&&Work Develop/Voca (73%)
&&Social Protection (15%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (54%)
&&FY17 - Enterprise Development (38%)
&&FY17 - ICT (43%)
&&FY17 - Social Inclusion (23%)
&&FY17 - Fragility, Conflict and Violence (28%)
&&FY17 - Gender (90%)
&&FY17 - Labor Market Policy and Programs (85%)
&&FY17 - Climate change (16%)","&&FY17 - Youth Employment (54%)
&&FY17 - Entrepreneurship (38%)
&&FY17 - ICT Solutions (43%)
&&FY17 - Other Excluded Groups (23%)
&&FY17 - Forced Displacement (28%)
&&FY17 - Skills Development (85%)
&&FY17 - Labor Market Institutions (85%)
&&FY17 - Mitigation (7%)
&&FY17 - Adaptation (9%)"
P164435,Solar Energy in Local Communities,David Majambere (ADM);Juliette Besnard,Energy & Extractives,AFE,Burundi,2020,PE,Actual,&&Energy & Extractives (100%),"&&PA Energy&Extratives (19%)
&&Renewable Energy Sol (81%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (37%)
&&FY17 - Social Inclusion (4%)
&&FY17 - Gender (21%)
&&FY17 - Rural Development (50%)
&&FY17 - Climate change (90%)
&&FY17 - Energy (100%)","&&FY17 - Job Creation (37%)
&&FY17 - Participation and Civic Engagement (4%)
&&FY17 - Rural Infrastructure and service delivery (50%)
&&FY17 - Mitigation (90%)
&&FY17 - Energy Efficiency (64%)
&&FY17 - Energy Policies & Reform (100%)
&&FY17 - Access to Energy (100%)"
P165253,Burundi EY&F (NKURIZA),Ghulam Sayed (ADM);Olivier Basenya,"Health, Nutrition & Population",AFE,Burundi,2020,PE,Actual,"&&Health (85%)
&&Social Protection (15%)","&&PA Health (21%)
&&Health (43%)
&&Health Facilit&Cons (21%)
&&Social Protection (15%)",&&FY17 - Human Development and Gender,"&&FY17 - Gender (100%)
&&FY17 - Health Systems and Policies (100%)
&&FY17 - Nutrition and Food Security (100%)","&&FY17 - Health System Strengthening (51%)
&&FY17 - Health Service Delivery (64%)
&&FY17 - Reproductive and Maternal Health (100%)
&&FY17 - Child Health (94%)
&&FY17 - Nutrition (100%)
&&FY17 - Food Security (64%)"
P169315,Burundi Integrated Community Development,Dario Zanardi (ADM);Asa Restrepo Giertz,Social Sustainability and Inclusion,AFE,Burundi,2020,PE,Actual,&&Social Protection (100%),"&&Social Protection (52%)
&&PA Social Proctectn (48%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (22%)
&&FY17 - Social Inclusion (23%)
&&FY17 - Fragility, Conflict and Violence (100%)
&&FY17 - Gender (100%)
&&FY17 - Nutrition and Food Security (34%)
&&FY17 - Climate change (9%)","&&FY17 - Job Creation (22%)
&&FY17 - Other Excluded Groups (23%)
&&FY17 - Forced Displacement (100%)
&&FY17 - Nutrition (34%)
&&FY17 - Food Security (34%)
&&FY17 - Mitigation (4%)
&&FY17 - Adaptation (5%)"
P172988,BTRP,Francis Ovanda Mbele (ADM);Peter Taniform,Transport,AFE,Burundi,2023,PE,Actual,&&Transportation (100%),"&&PA Transportation (6%)
&&Rural and Inter-Urba (40%)
&&Other Transportation (54%)","&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Data Development and Capacity Building (18%)
&&FY17 - Gender (20%)
&&FY17 - Urban Development (91%)
&&FY17 - Road Safety (24%)
&&FY17 - Disaster Risk Management (64%)
&&FY17 - Climate change (49%)","&&FY17 - Data production, accessibility and use (18%)
&&FY17 - Urban Infrastructure and Service Delivery (75%)
&&FY17 - Public Transport (84%)
&&FY17 - Urban Planning (13%)
&&FY17 - Disaster Preparedness (8%)
&&FY17 - Flood and Drought Risk Management (61%)
&&FY17 - Mitigation (11%)
&&FY17 - Adaptation (38%)"
P173845,Burundi COVID19 Project,Olivier Basenya (ADM);Ghulam Sayed,"Health, Nutrition & Population",AFE,Burundi,2020,PE,Actual,&&Health (100%),"&&PA Health (86%)
&&Health (14%)",&&FY17 - Human Development and Gender,"&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Finance (25%)"
P175327,Cash for Jobs Project,Mona Niebuhr (ADM);Aissata Coulibaly;Jacqueline Manisabwe,Social Protection & Jobs,AFE,Burundi,2022,PE,Actual,&&Social Protection (100%),"&&Social Protection (88%)
&&PA Social Proctectn (12%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (14%)
&&FY17 - Enterprise Development (30%)
&&FY17 - Social Protection (82%)
&&FY17 - Fragility, Conflict and Violence (25%)
&&FY17 - Health Systems and Policies (27%)
&&FY17 - Labor Market Policy and Programs (14%)
&&FY17 - Climate change (21%)","&&FY17 - Job Creation (14%)
&&FY17 - Entrepreneurship (14%)
&&FY17 - MSME Development (28%)
&&FY17 - Social Safety Nets (81%)
&&FY17 - Social protection delivery systems (67%)
&&FY17 - Forced Displacement (25%)
&&FY17 - Child Health (27%)
&&FY17 - Skills Development (14%)
&&FY17 - Active Labor Market Programs (14%)
&&FY17 - Adaptation (21%)"
