Project_Id2,Project_Legal_Name2,Project__2,Region_Code2,Country_Name2,Practice_Group_Code2,Responsible_VPU2,Responsible_Department2,Global_Practice_Name2,Contributing_GP_Global_Themes2,Staff_Full_Name2,Team_Leaders2,Requesting_Unit2,Responsible_Unit2,FY_Number2,Fiscal_Quarter_Name2,Project_Probability_Code_,Approval_Authority_Flag2,Board_Schedule_Status2,Project_Decision_Meeting_Type_Name_,Project_Full_Board_Discussion_Flag_,Product_Line_Code2,Lendng_Instrument_Instrument_Type_Name_,P4R_With_IPF_Indicator2,Processing_Track_Indicator2,MPA2,Additional_Financing_Flag2,FCC_Indicator2,Emergency_Flag2,Emergency_Response2,Parent_Project_Id2,Environment_Assessment_Code2,Frame_Work2,ESRC__from_ESMS_2,Environmental_Risk_Name2,Project_Environment_Social_Risk_Name_,Project_Overall_Risk_,Project_Volcker_Trigger_Indicator_,Project_Last_Stage_Reached_,Total_Commitment1,IBRD_Total_Commitment1,IDA_Total_Commitment1,Others_Total_Commitment1,PE_Cofinance1,AIS_Sign_Off_Date2,Concept_Review_Date2,Concept_Review_Status2,Disclosure_Of_Concept_PID_Date2,Concept_ESRS_Date2,Quality_Enhancement_Review_Date2,Project_Milestone_Decision_Review_Date_,Decision_Review_Status2,Disclosure_Of_Appraisal_PID_Date2,Appraisal_ESRS_Date2,Begin_Appraisal_Date2,Begin_Appraisal_Status2,Authorize_Negotiations_Date2,Authorize_Negotiations_Status2,SECPO_Date2,SECPO_Status2,Project_Milestone_Approval_Date_,Approval_Status2,FY_Exp__BB___TF1,Cum__Exp__BB___TF1,DDO2,CATASTROPHE_DDO_FLAG2,IPF_Fragile_State_Indicator2,IPF_Fragile_With_Non_Fragile_Country_Indicator2,FCC_Small_States_Indicator2,FCC_Post_Conflict_Indicator2,FCC_Disaster_Indicator2,Financial_Intermediaries2,Performance_Based_Conditions2,Contingent_Emergency_Response_Component2,Alternative_Procurement_Arrangement2,Series_of_Projects__SOP_2,Textbox171,Textbox7,Textbox81,Textbox83,Textbox85,Textbox87,Textbox89,Textbox127,Textbox129
P178965,Third AF to The Gambia COVID-19 Vaccine Preparedness and Response Project,1,AFW,"Gambia, The",GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Samuel Mills (ADM),AWCF1,HAWH2,2022,Q4,A,RVP,Draft,Decision Meeting,,PE,IPF,N/A,N/A,Y,Y,,Y,,P173798,,ESF,,,,,,Bank Approved,$12.00M,$0.00M,$12.00M,$0.00M,$0.00M,05-Apr-2022,,,,,,25-May-2022,A,01-Jun-2022,06-Jun-2022,01-Jun-2022,A,02-Jun-2022,A,06-Jun-2022,A,06-Jun-2022,A,,,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P179344,Additional Financing for PEACE in Ukraine,1,ECA,Ukraine,GGEVP,ECAVP,EECDR,Governance,"Macroeconomics, Trade and Investment","Fozzard, Adrian",Oleksii Balabushko (ADM);Karlis Smits;Ana Bellver Vazquez-Dodero,ECCEE,EECG1,2022,Q4,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P178946,,ESF,,,,,,Bank Approved,"$1,300.00M",$0.00M,$0.00M,"$1,300.00M",$0.00M,16-Jun-2022,,,,,,17-Jun-2022,A,22-Jun-2022,26-Jun-2022,17-Jun-2022,A,23-Jun-2022,A,,,26-Jun-2022,A,,,N,,,Yes,,Yes,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P172294,Tina River Hydropower Development Project Additional Financing,1,EAP,Solomon Islands,GGIVP,EAPVP,IEADR,Energy & Extractives,,"Tang, Jie",Takafumi Kadono (ADM),EAPCF,IEAE1,2020,Q2,A,RVP,NA,,,RE,IPF,N/A,N/A,N,Y,,N,,P161319,A,Safeguards,,,,,,Bank Approved,$1.00M,$0.00M,$0.00M,$1.00M,$0.00M,04-Oct-2019,,,,,,25-Oct-2019,A,03-Nov-2019,,15-Nov-2019,A,18-Nov-2019,A,,,27-Nov-2019,A,,,N,,Yes,,Yes,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175740,AF to The Gambia COVID-19 Preparedness and Response Project,1,AFW,"Gambia, The",GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Samuel Mills (ADM),AWCF1,HAWH2,2021,Q2,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,Y,Y,,N,,P173798,,ESF,,,,,,Bank Approved,$0.94M,$0.00M,$0.00M,$0.94M,$0.00M,22-Oct-2020,,,,,,02-Nov-2020,A,03-Nov-2020,18-Dec-2020,03-Nov-2020,A,17-Nov-2020,A,18-Dec-2020,A,18-Dec-2020,A,,,N,,Yes,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176878,Additional Financing - Uganda Multisectoral Food Security Nutrition Project,1,AFE,Uganda,GGSVP,AFEVP,SAEDR,Agriculture and Food,"Education Health, Nutrition & Population","Shetty, Shobha",Joseph Oryokot (ADM),AECE2,SAEA2,2021,Q4,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P149286,B,Safeguards,,,,S,,Bank Approved,$7.00M,$0.00M,$0.00M,$7.00M,$0.00M,06-May-2021,,,,,,10-May-2021,A,09-Jun-2021,30-Jun-2021,26-May-2021,R,18-Jun-2021,A,,,30-Jun-2021,A,,,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174242,ADDITIONAL FINANCING TO THE DISASTER VULNERABILITY REDUCTION PROJECT FOR DOMINICA,0,LCR,Dominica,GGIVP,LCRVP,ILCDR,"Urban, Resilience and Land",,"Ranghieri, Federica",Saurabh Dani (ADM);Mary Boyer,LCC3C,ILCUR,2020,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,Y,,P129992,B,Safeguards,,,,,,Bank Approved,$12.80M,$0.00M,$12.80M,$0.00M,$0.00M,11-May-2020,,,,,,26-May-2020,A,27-May-2020,,27-May-2020,A,29-May-2020,A,,,30-Jun-2020,A,,,N,,,,Yes,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171088,Equal Access and Simplified Environment for Investment Project - Additional Financing,1,MNA,"Egypt, Arab Republic of",GGEVP,MNAVP,EMNDR,"Finance, Competitiveness and Innovation",,"Issa, Djibrilla Adamou",Aminur Rahman (ADM),MNC03,EMNF1,2020,Q2,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P153487,C,Safeguards,,,,M,,Bank Approved,$1.75M,$0.00M,$0.00M,$1.75M,$0.00M,13-May-2019,,,,,,12-Oct-2018,A,03-Jun-2019,,21-Apr-2019,A,13-Jul-2019,A,,,08-Nov-2019,A,,,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174761,Moldova Pandemic Emergency Financing for COVID-19,1,ECA,Moldova,GGHVP,ECAVP,HECDR,"Health, Nutrition & Population",,"Menon, Rekha",Volkan Cetinkaya (ADM),ECCEE,HECHN,2021,Q2,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,Y,Y,,N,,P173776,,ESF,,,,,,Bank Approved,$3.48M,$0.00M,$0.00M,$3.48M,$0.00M,24-Jul-2020,,,,,,23-Oct-2020,A,05-Nov-2020,23-Dec-2020,26-Oct-2020,A,16-Nov-2020,A,,,23-Dec-2020,A,,,N,,,,,,Yes,No,Yes,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176273,Additional Financing for the Socio-economic Inclusion of Refugees and Host Communities in Rwanda,1,AFE,Rwanda,GGSVP,AFEVP,SAEDR,Social Sustainability and Inclusion,"Environment, Natural Resources & the Blue Economy Finance, Competitiveness and Innovation Fragile, Conflict & Violence Transport","Gonzalez de Asis, Maria",Murat Onur (ADM);Matthew Stephens;Emmanuel Taban,AECE2,SAES2,2021,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,Y,,P164130,B,Safeguards,,,,,,Bank Approved,$20.00M,$0.00M,$20.00M,$0.00M,$0.00M,26-Feb-2021,,,,,,28-Apr-2021,A,20-May-2021,23-Jun-2021,20-May-2021,A,23-May-2021,A,02-Jun-2021,A,23-Jun-2021,A,,,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175252,Additional Financing for Rwanda COVID-19 Emergency Response Project,1,AFE,Rwanda,GGHVP,AFEVP,HAEDR,"Health, Nutrition & Population",,"Akala, Francisca Ayodeji",Miriam Schneidman (ADM);Naoko Ohno,AECE2,HAEH2,2021,Q2,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,Y,Y,,N,,P173855,,ESF,,,,,,Bank Approved,$0.94M,$0.00M,$0.00M,$0.94M,$0.00M,03-Sep-2020,,,,,,15-Oct-2020,A,28-Oct-2020,30-Nov-2020,26-Oct-2020,R,06-Nov-2020,A,,,30-Nov-2020,A,,,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174783,Mozambique Social Protection Project – Third Additional Financing and COVID-19 Response,1,AFE,Mozambique,GGHVP,AFEVP,HAEDR,Social Protection & Jobs,"Finance, Competitiveness and Innovation","Chase, Robert S.",Edmundo Murrugarra (ADM);Jordi Gallego-Ayala,AECS2,HAES1,2021,Q3,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,Y,,P129524,B,Safeguards,,,,M,,Bank Approved,$26.20M,$0.00M,$0.00M,$26.20M,$0.00M,12-Oct-2020,,,,,,10-Dec-2020,A,18-Dec-2020,08-Feb-2021,18-Dec-2020,A,19-Dec-2020,A,,,08-Feb-2021,A,,,N,,Yes,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175441,AF Benin COVID-19 Preparedness and Response Project,1,AFW,Benin,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Ibrahim Magazi (ADM);Zenab Konkobo Kouanda,AWCF2,HAWH2,2021,Q3,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,Y,Y,,Y,,P173839,,ESF,,,,M,,Bank Approved,$0.94M,$0.00M,$0.00M,$0.94M,$0.00M,24-Sep-2020,,,,,,04-Dec-2020,A,24-Nov-2020,24-Feb-2021,13-Sep-2020,R,04-Feb-2021,A,,,24-Feb-2021,A,,,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174386,Additional Financing to Myanmar COVID-19 Emergency Response Project,1,EAP,Myanmar,GGHVP,EAPVP,HEADR,"Health, Nutrition & Population","Fragile, Conflict & Violence Gender Social Sustainability and Inclusion","Mutasa, Ronald Upenyu",Tomo Morimoto (ADM);Nang Kham,EATHM,HEAH1,2021,Q2,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,Y,Y,,N,,P173902,,ESF,,,,,,Bank Approved,$7.67M,$0.00M,$0.00M,$7.67M,$0.00M,30-Jun-2020,,,,,,27-Jul-2020,A,10-Aug-2020,03-Oct-2020,10-Aug-2020,A,28-Aug-2020,A,,,03-Oct-2020,A,,,N,,Yes,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176125,Second AF to The Gambia COVID-19 Vaccine Preparedness and Response Project,1,AFW,"Gambia, The",GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Samuel Mills (ADM),AWCF1,HAWH2,2021,Q4,A,BOA,Board Approved,Bank-wide Operations,Y,PE,IPF,N/A,N/A,Y,Y,,Y,,P173798,,ESF,,,,,,Bank Approved,$8.00M,$0.00M,$8.00M,$0.00M,$0.00M,11-Jan-2021,,,,,,03-Mar-2021,R,12-Mar-2021,16-Apr-2021,12-Mar-2021,A,16-Mar-2021,A,25-Mar-2021,A,16-Apr-2021,A,,,N,,Yes,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173062,FATA Temporarily Displaced Persons Emergency Recovery Project Third Additional Financing,1,SAR,Pakistan,GGHVP,SARVP,HSADR,Social Protection & Jobs,"Governance Health, Nutrition & Population","Mete, Cem",Ali Qureshi (ADM);Amjad Khan,SACPK,HSASP,2021,Q3,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,Y,,P154278,B,Safeguards,,,,M,,Bank Approved,$12.00M,$0.00M,$0.00M,$12.00M,$0.00M,20-Dec-2019,,,,,,01-Dec-2020,A,04-Dec-2020,,09-Dec-2020,A,20-Jan-2021,A,,,12-Feb-2021,A,,$4.67K,N,,,Yes,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P172972,Additional Financing for the Multipurpose Cadaster Project,1,LCR,Colombia,GGIVP,LCRVP,ILCDR,"Urban, Resilience and Land",,"Ranghieri, Federica",Ivonne Moreno Horta (ADM),LCC1C,ILCUR,2021,Q2,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P162594,B,Safeguards,,,,,,Bank Approved,$42.97M,$0.00M,$0.00M,$42.97M,$0.00M,10-Dec-2019,,,,,,14-Jul-2020,A,10-Aug-2020,,10-Aug-2020,A,27-Oct-2020,A,,,17-Dec-2020,A,,$19.11K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173251,Additional Financing Integrated Infrastructure Development for National Tourism Strategic Areas (Tourism Development Project),1,EAP,Indonesia,GGEVP,EAPVP,EEADR,"Finance, Competitiveness and Innovation","Education Environment, Natural Resources & the Blue Economy Transport Urban, Resilience and Land","Skamnelos, Ilias",Bertine Kamphuis (ADM);Evi Hermirasari;Aly Alibhai,EAITL,EEAF2,2021,Q4,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P157599,A,Safeguards,,,,,,Bank Approved,$2.80M,$0.00M,$0.00M,$2.80M,$0.00M,22-Dec-2019,,,,,,20-May-2020,A,30-Jul-2020,,30-Jul-2020,A,21-Apr-2021,A,,,14-Jun-2021,A,,$117.25K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P163545,Additional Financing for SAPP AREP Program - MDTF,1,AFE,"Congo, Democratic Republic of",GGIVP,AFEVP,IAEDR,Energy & Extractives,,"Semikolenova, Yadviga Viktorivna",Mirlan Aldayarov (ADM);Arsh Sharma,AECC2,IAEE3,2020,Q1,A,BOA,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P126661,A,Safeguards,,,,S,,Bank Approved,$8.50M,$0.00M,$0.00M,$8.50M,$0.00M,06-Mar-2017,,,,,,22-Feb-2019,A,04-Apr-2019,,19-Mar-2019,A,29-Apr-2019,A,,,15-Jul-2019,A,,$46.96K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P163542,Climate Adaptation and Mitigation Program for Aral Sea Basin CAMP4ASB Additional Financing,1,ECA,Central Asia,GGSVP,ECAVP,SCADR,"Environment, Natural Resources & the Blue Economy",,"Srivastava, Sanjay",John Collier (ADM);Rajesh Koirala,ECCCA,SCAE1,2021,Q4,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P151363,B,Safeguards,,,,M,,Bank Approved,$19.00M,$0.00M,$0.00M,$19.00M,$0.00M,15-Mar-2017,,,,,,11-Mar-2019,A,06-Sep-2019,,06-Sep-2019,A,04-Dec-2020,A,,,22-Jun-2021,A,,$22.47K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P170644,Lao PDR Clean Cook Stove Initiative,1,EAP,Lao People's Democratic Republic,GGIVP,EAPVP,IEADR,Energy & Extractives,Climate Change,"Tang, Jie",Rutu Dave (ADM),EACMM,IEAE1,2020,Q2,A,BOA,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,N,N,N,,P169538,,ESF,,,,,,Bank Approved,$5.20M,$0.00M,$0.00M,$5.20M,$0.00M,02-Dec-2018,,,,03-Nov-2019,,29-Apr-2019,R,,03-Nov-2019,18-Apr-2019,R,01-May-2019,R,,,03-Nov-2019,A,$0.00K,$472.88K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P169479,Cote d' Ivoire Education Services Delivery Enhancement Project Additional Financing,1,AFW,Cote d'Ivoire,GGHVP,AFWVP,HAWDR,Education,,"Wane, Waly",Patrick Philippe Ramanantoanina (ADM),AWCF2,HAWE2,2020,Q4,A,RVP,NA,,,RE,IPF,N/A,N/A,N,Y,,N,,P163218,B,Safeguards,,,,M,,Bank Approved,$27.35M,$0.00M,$0.00M,$27.35M,$0.00M,10-Dec-2018,,,,,,18-Dec-2019,A,07-Feb-2020,,10-Feb-2020,A,05-May-2020,A,,,30-Jun-2020,A,,$9.08K,N,,,,,,,No,Yes,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175306,Additional Financing for Nepal: Power Sector Reform and Sustainable Hydropower Development (PSRSHD)  Project,1,SAR,Nepal,GGIVP,SARVP,ISADR,Energy & Extractives,,"Stolp, Simon J.",Subodh Adhikari (ADM),SACSN,ISAE1,2021,Q4,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P150066,A,Safeguards,,,,S,,Bank Approved,$1.00M,$0.00M,$0.00M,$1.00M,$0.00M,12-Oct-2020,,,,,,17-Dec-2020,A,21-Jan-2021,02-Apr-2021,21-Jan-2021,A,27-Jan-2021,A,,,02-Apr-2021,A,,$1.25K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171257,Brazil Amazon Sustainable Landscapes Project Phase 2,1,LCR,Brazil,GGSVP,LCRVP,SLCDR,"Environment, Natural Resources & the Blue Economy",,"De Nys, Erwin",Maria Lange (ADM),LCC5C,SLCE2,2022,Q2,A,BOA,Board Approved,Decision Meeting,,GE,IPF,N/A,N/A,N,Y,,N,,P158000,B,Safeguards,,,,,,Bank Approved,$19.28M,$0.00M,$0.00M,$19.28M,$0.00M,23-Aug-2019,,,,,,22-Jul-2020,A,15-Jul-2021,,03-Aug-2020,A,30-Aug-2021,A,16-Sep-2021,A,05-Oct-2021,A,,$0.00K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171328,ADDITIONAL FINANCE :GAZA SOLID WASTE MANAGEMENT PROJECT,1,MNA,West Bank and Gaza,GGIVP,MNAVP,IMNDR,"Urban, Resilience and Land",,"Tovey, Catherine Signe",Phoram Shah (ADM);Christopher Pablo,MNC04,IMNU1,2021,Q1,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P121648,A,Safeguards,,,,H,,Bank Approved,$3.25M,$0.00M,$0.00M,$3.25M,$0.00M,30-Aug-2019,,,,,,26-Mar-2020,A,08-Apr-2020,28-Aug-2020,20-Apr-2020,A,10-Jun-2020,A,,,28-Aug-2020,A,,$43.49K,N,,Yes,,,Yes,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176607,Additional Financing for Sustainable Groundwater Management in SADC Member States Project Phase 2,1,AFE,Eastern and Southern Africa,GGSVP,AFEVP,SAEDR,Water,,"Ghosh Moulik, Soma",Diego Rodriguez (ADM);Palesa Mokorosi,AFERI,SAEW2,2023,Q4,A,BOA,Board Approved,,,GE,IPF,N/A,N/A,N,Y,,N,,P175355,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$4.57M,$0.00M,$0.00M,$4.57M,$0.00M,11-Mar-2021,,,,16-Jun-2021,01-Jun-2022,21-Mar-2023,A,07-Feb-2023,26-May-2023,03-Aug-2022,A,17-Apr-2023,A,09-May-2023,A,26-May-2023,A,$20.20K,$86.81K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175717,Additional Financing for Food Security and Agriculture Productivity Project,1,SAR,Bhutan,GGSVP,SARVP,SSADR,Agriculture and Food,,"Rosada Villamar, Tomas Ricardo",Felipe Jr Dizon (ADM);Valens Mwumvaneza,SACBB,SSAA1,2022,Q1,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,Y,,P155513,B,Safeguards,,,,,,Bank Approved,$4.64M,$0.00M,$0.00M,$4.64M,$0.00M,11-Jan-2021,,,,,,29-Mar-2021,A,25-May-2021,15-Jul-2021,16-Apr-2021,A,14-Jun-2021,A,,,15-Jul-2021,A,,$8.31K,N,,,,Yes,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175414,Finance for Jobs II Second Additional Financing - COVID-19 Response,1,MNA,West Bank and Gaza,GGEVP,MNAVP,EMNDR,"Finance, Competitiveness and Innovation",,"Astrakhan, Irina",Abdalwahab Khatib (ADM);Jade Ndiaye,MNC04,EMNF2,2021,Q3,A,BOA,Board Approved,Decision Meeting,,SF,IPF,N/A,N/A,N,Y,,Y,,P159337,B,Safeguards,,,,,,Bank Approved,$10.00M,$0.00M,$0.00M,$10.00M,$0.00M,06-Oct-2020,,,,,,21-Dec-2020,A,13-Jan-2021,01-Mar-2021,13-Jan-2021,A,21-Jan-2021,A,12-Feb-2021,A,01-Mar-2021,A,,$170.10K,N,,Yes,,,Yes,,No,,No,No,Yes,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P170853,Additional Financing for the Agriculture Competitiveness Project,1,ECA,Moldova,GGSVP,ECAVP,SCADR,Agriculture and Food,,"Kray, Holger A.",Anatol Gobjila (ADM),ECCEE,SCAAG,2022,Q2,A,BOA,Board Approved,Decision Meeting,,GE,IPF,N/A,N/A,N,Y,,N,,P127125,B,Safeguards,,,,,,Bank Approved,$3.11M,$0.00M,$0.00M,$3.11M,$0.00M,03-Apr-2019,,,,,,22-Oct-2020,A,11-Nov-2020,,11-Nov-2020,A,14-Apr-2021,A,08-Nov-2021,A,24-Nov-2021,A,,$3.90K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P165983,National Water Resources Management Project Additional Financing,1,ECA,Kyrgyz Republic,GGSVP,ECAVP,SCADR,Water,,"Yu, Winston",Abdulhamid Azad (ADM);Pieter David Meerbach,ECCCA,SCAWA,2020,Q1,A,RVP,NA,Decision Meeting,,RE,IPF,N/A,N/A,N,Y,,N,,P144336,B,Safeguards,,,,S,,Bank Approved,$4.49M,$0.00M,$0.00M,$4.49M,$0.00M,21-Feb-2018,,,,,,17-Jun-2019,A,08-Jul-2019,,02-Jul-2019,A,09-Jul-2019,A,,,26-Aug-2019,A,,$5.24K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171965,Strengthening Reform Management in Jordan,1,MNA,Jordan,GGEVP,MNAVP,EMNDR,Governance,"Infrastructure, PPP's & Guarantees","Rontoyanni, Clelia Kalliopi Helena",Jad Mazahreh (ADM),MNC02,EMNGU,2020,Q2,A,RVP,Draft,Decision Meeting,,RE,IPF,N/A,1,N,N,N,N,Financing not related to a Response Type,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$6.50M,$0.00M,$0.00M,$6.50M,$0.00M,02-Aug-2019,23-Aug-2019,A,23-Aug-2019,27-Aug-2019,,,,19-Sep-2019,27-Nov-2019,19-Sep-2019,A,20-Sep-2019,A,,,27-Nov-2019,A,$100.44K,$969.87K,N,,,,,,,No,,No,No,,Yes,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171406,GEF Landscapes and Livelihoods Project,0,EAP,Lao People's Democratic Republic,GGSVP,EAPVP,SEADR,"Environment, Natural Resources & the Blue Economy",,"Olojoba, Africa Eshogba",Maurice Rawlins (ADM),EAVCL,SEAE2,2021,Q3,A,BOA,Board Approved,Decision Meeting,,GE,IPF,N/A,N/A,N,Y,N,Y,,P170559,,ESF,,,,,,Bank Approved,$7.37M,$0.00M,$0.00M,$7.37M,$0.00M,07-Jun-2019,,,,,18-Aug-2020,20-Nov-2020,A,,,08-Dec-2020,A,04-Jan-2021,A,01-Feb-2021,R,23-Feb-2021,A,$18.69K,$312.54K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171723,Additional Financing for the Natural Resources Governance Project,0,AFW,Central African Republic,GGSVP,AFWVP,SAWDR,"Environment, Natural Resources & the Blue Economy",,"Sieghart, Lia Carol",Nyaneba Nkrumah (ADM);Rachel Perks,AWCC1,SAWE4,2021,Q4,A,BOA,Board Approved,Decision Meeting,,GE,IPF,N/A,2,N,Y,,N,,P161973,,ESF,,,,,,Bank Approved,$7.61M,$0.00M,$0.00M,$7.61M,$0.00M,25-Sep-2019,,,,,,22-Jul-2020,A,21-Jan-2021,,02-Feb-2021,A,18-Mar-2021,A,05-May-2021,A,21-May-2021,A,,$0.00K,N,,Yes,,,Yes,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
